#epoch	m_idx	m_form	m_sym	ael	ael*lambda_ae
79	 17 	 H2O 	 OH2 	 0.00023772212466654935 	 0.00023772212466654935
79	 4 	 CO2 	 CO2 	 0.012253131091401586 	 0.012253131091401586
79	 12 	 HN 	 NH 	 0.00038220647287634887 	 0.00038220647287634887
79	 21 	 HN2O 	 HON2 	 0.0014350372758745046 	 0.0014350372758745046
79	 25 	 Li 	 Li 	 1.6118022852300412e-07 	 1.6118022852300412e-07
79	 16 	 CH2 	 CH2 	 0.0022271692109189136 	 0.0022271692109189136
79	 8 	 HLi 	 LiH 	 4.645138105054789e-06 	 4.645138105054789e-06
79	 6 	 C2H2 	 C2H2 	 0.0001696499704636611 	 0.0001696499704636611
79	 24 	 C 	 C 	 1.5220708183293793e-05 	 1.5220708183293793e-05
79	 9 	 Na2 	 Na2 	 1.4139394956184646e-06 	 1.4139394956184646e-06
79	 5 	 F2 	 F2 	 3.924345698451526e-05 	 3.924345698451526e-05
79	 22 	 CH4O 	 CH4O 	 6.98668508442065e-05 	 6.98668508442065e-05
79	 23 	 HF2 	 HF2 	 0.0010908026783521716 	 0.0010908026783521716
79	 3 	 CHN 	 CNH 	 0.004289693315825842 	 0.004289693315825842
79	 11 	 NO2 	 NO2 	 0.00144016653463288 	 0.00144016653463288
79	 14 	 N2O 	 N2O 	 0.0016623874140294917 	 0.0016623874140294917
79	 1 	 N2 	 N2 	 2.517263922871165e-07 	 2.517263922871165e-07
79	 19 	 HO 	 OH 	 7.179059438763114e-06 	 7.179059438763114e-06
79	 20 	 CH 	 CH 	 5.230906364968329e-07 	 5.230906364968329e-07
79	 15 	 CH3 	 CH3 	 2.757555217639142e-05 	 2.757555217639142e-05
79	 10 	 NO 	 NO 	 6.000612842911705e-07 	 6.000612842911705e-07
80	 14 	 N2O 	 N2O 	 0.0016647071296206942 	 0.0016647071296206942
80	 17 	 H2O 	 OH2 	 0.0002361885410566287 	 0.0002361885410566287
80	 22 	 CH4O 	 CH4O 	 6.99098322526327e-05 	 6.99098322526327e-05
80	 1 	 N2 	 N2 	 2.335499970936823e-07 	 2.335499970936823e-07
80	 24 	 C 	 C 	 1.5271166709066016e-05 	 1.5271166709066016e-05
80	 15 	 CH3 	 CH3 	 2.7600770070625515e-05 	 2.7600770070625515e-05
80	 19 	 HO 	 OH 	 7.224971469413789e-06 	 7.224971469413789e-06
80	 20 	 CH 	 CH 	 5.244939666599625e-07 	 5.244939666599625e-07
80	 4 	 CO2 	 CO2 	 0.0122189535973815 	 0.0122189535973815
80	 18 	 H3N 	 NH3 	 0.00019939742720496861 	 0.00019939742720496861
80	 2 	 FLi 	 LiF 	 0.008478417812690322 	 0.008478417812690322
80	 23 	 HF2 	 HF2 	 0.0010949647906459443 	 0.0010949647906459443
80	 10 	 NO 	 NO 	 5.713591299212134e-07 	 5.713591299212134e-07
80	 21 	 HN2O 	 HON2 	 0.0014442886939048899 	 0.0014442886939048899
80	 3 	 CHN 	 CNH 	 0.004276143952841749 	 0.004276143952841749
80	 25 	 Li 	 Li 	 2.48900331876794e-07 	 2.48900331876794e-07
80	 12 	 HN 	 NH 	 0.0003817527960480096 	 0.0003817527960480096
80	 5 	 F2 	 F2 	 3.988947589212007e-05 	 3.988947589212007e-05
80	 16 	 CH2 	 CH2 	 0.0022266848761388885 	 0.0022266848761388885
80	 6 	 C2H2 	 C2H2 	 0.0001668831865873782 	 0.0001668831865873782
80	 7 	 CO 	 OC 	 0.0006669975379583571 	 0.0006669975379583571
80	 8 	 HLi 	 LiH 	 4.705414540294183e-06 	 4.705414540294183e-06
80	 13 	 O3 	 O3 	 0.000637503717514195 	 0.000637503717514195
80	 0 	 H2 	 H2 	 1.9203980053317046e-06 	 1.9203980053317046e-06
80	 11 	 NO2 	 NO2 	 0.0014612987642735756 	 0.0014612987642735756
80	 9 	 Na2 	 Na2 	 1.4375143548513236e-06 	 1.4375143548513236e-06
81	 24 	 C 	 C 	 1.5419934807441988e-05 	 1.5419934807441988e-05
81	 10 	 NO 	 NO 	 5.213194732292951e-07 	 5.213194732292951e-07
81	 22 	 CH4O 	 CH4O 	 7.028655083553479e-05 	 7.028655083553479e-05
81	 13 	 O3 	 O3 	 0.000640104419005808 	 0.000640104419005808
81	 2 	 FLi 	 LiF 	 0.008483677222443784 	 0.008483677222443784
81	 23 	 HF2 	 HF2 	 0.0010986100824016548 	 0.0010986100824016548
81	 5 	 F2 	 F2 	 4.0131021414864e-05 	 4.0131021414864e-05
81	 9 	 Na2 	 Na2 	 1.445665790598783e-06 	 1.445665790598783e-06
81	 8 	 HLi 	 LiH 	 4.821556906139784e-06 	 4.821556906139784e-06
81	 3 	 CHN 	 CNH 	 0.004262093784004245 	 0.004262093784004245
81	 15 	 CH3 	 CH3 	 2.7951309629775897e-05 	 2.7951309629775897e-05
81	 1 	 N2 	 N2 	 2.505626201878184e-07 	 2.505626201878184e-07
81	 17 	 H2O 	 OH2 	 0.00023489053833958452 	 0.00023489053833958452
81	 0 	 H2 	 H2 	 2.6428541837807108e-06 	 2.6428541837807108e-06
81	 12 	 HN 	 NH 	 0.0003815603380514938 	 0.0003815603380514938
81	 21 	 HN2O 	 HON2 	 0.0014484248843216003 	 0.0014484248843216003
81	 25 	 Li 	 Li 	 4.929909783738502e-07 	 4.929909783738502e-07
81	 16 	 CH2 	 CH2 	 0.002224269232123523 	 0.002224269232123523
81	 19 	 HO 	 OH 	 7.138002434865217e-06 	 7.138002434865217e-06
81	 11 	 NO2 	 NO2 	 0.00146568228853207 	 0.00146568228853207
81	 20 	 CH 	 CH 	 5.450127429247486e-07 	 5.450127429247486e-07
81	 14 	 N2O 	 N2O 	 0.0016856694725142667 	 0.0016856694725142667
81	 4 	 CO2 	 CO2 	 0.012172565647108374 	 0.012172565647108374
81	 7 	 CO 	 OC 	 0.0006644319539438012 	 0.0006644319539438012
81	 6 	 C2H2 	 C2H2 	 0.00016527131360913712 	 0.00016527131360913712
81	 18 	 H3N 	 NH3 	 0.00019890943390691234 	 0.00019890943390691234
82	 19 	 HO 	 OH 	 7.119361207677289e-06 	 7.119361207677289e-06
82	 25 	 Li 	 Li 	 1.906443526429148e-07 	 1.906443526429148e-07
82	 0 	 H2 	 H2 	 2.127334842979046e-06 	 2.127334842979046e-06
82	 5 	 F2 	 F2 	 4.055539494196324e-05 	 4.055539494196324e-05
82	 7 	 CO 	 OC 	 0.000663857069976719 	 0.000663857069976719
82	 22 	 CH4O 	 CH4O 	 7.04492048866264e-05 	 7.04492048866264e-05
82	 2 	 FLi 	 LiF 	 0.008482886950046686 	 0.008482886950046686
82	 12 	 HN 	 NH 	 0.00038168558164528455 	 0.00038168558164528455
82	 15 	 CH3 	 CH3 	 2.809189111056896e-05 	 2.809189111056896e-05
82	 1 	 N2 	 N2 	 1.2153824713211065e-07 	 1.2153824713211065e-07
82	 14 	 N2O 	 N2O 	 0.0016990501802783573 	 0.0016990501802783573
82	 6 	 C2H2 	 C2H2 	 0.00016217687265586655 	 0.00016217687265586655
82	 11 	 NO2 	 NO2 	 0.001478908719382991 	 0.001478908719382991
82	 9 	 Na2 	 Na2 	 1.4645717114519743e-06 	 1.4645717114519743e-06
82	 10 	 NO 	 NO 	 4.5416471154552535e-07 	 4.5416471154552535e-07
82	 4 	 CO2 	 CO2 	 0.012152392128581943 	 0.012152392128581943
82	 23 	 HF2 	 HF2 	 0.0011047341154141962 	 0.0011047341154141962
82	 3 	 CHN 	 CNH 	 0.004240696267481083 	 0.004240696267481083
82	 20 	 CH 	 CH 	 5.390758275087182e-07 	 5.390758275087182e-07
82	 13 	 O3 	 O3 	 0.0006571121772665959 	 0.0006571121772665959
82	 18 	 H3N 	 NH3 	 0.0001976098098765174 	 0.0001976098098765174
82	 24 	 C 	 C 	 1.54075712518138e-05 	 1.54075712518138e-05
82	 17 	 H2O 	 OH2 	 0.00023283137339533477 	 0.00023283137339533477
82	 16 	 CH2 	 CH2 	 0.002224601796896553 	 0.002224601796896553
82	 8 	 HLi 	 LiH 	 4.837760035786889e-06 	 4.837760035786889e-06
82	 21 	 HN2O 	 HON2 	 0.0014612343165031425 	 0.0014612343165031425
83	 6 	 C2H2 	 C2H2 	 0.0001605367064461769 	 0.0001605367064461769
83	 12 	 HN 	 NH 	 0.00038116937175535544 	 0.00038116937175535544
83	 11 	 NO2 	 NO2 	 0.0014983422818256927 	 0.0014983422818256927
83	 15 	 CH3 	 CH3 	 2.848630546794212e-05 	 2.848630546794212e-05
83	 0 	 H2 	 H2 	 2.5704290200199534e-06 	 2.5704290200199534e-06
83	 17 	 H2O 	 OH2 	 0.00023220699134623356 	 0.00023220699134623356
83	 1 	 N2 	 N2 	 9.166976478113235e-08 	 9.166976478113235e-08
83	 18 	 H3N 	 NH3 	 0.00019720910918060979 	 0.00019720910918060979
83	 7 	 CO 	 OC 	 0.0006584343144718176 	 0.0006584343144718176
83	 3 	 CHN 	 CNH 	 0.004227595622817782 	 0.004227595622817782
83	 13 	 O3 	 O3 	 0.0006674992544007343 	 0.0006674992544007343
83	 9 	 Na2 	 Na2 	 1.4809347267625548e-06 	 1.4809347267625548e-06
83	 24 	 C 	 C 	 1.555647009812678e-05 	 1.555647009812678e-05
83	 10 	 NO 	 NO 	 3.8033069520498425e-07 	 3.8033069520498425e-07
83	 23 	 HF2 	 HF2 	 0.0011091618825895685 	 0.0011091618825895685
83	 21 	 HN2O 	 HON2 	 0.0014642738228139317 	 0.0014642738228139317
83	 5 	 F2 	 F2 	 4.139852684188175e-05 	 4.139852684188175e-05
83	 25 	 Li 	 Li 	 4.0432986050124037e-07 	 4.0432986050124037e-07
83	 22 	 CH4O 	 CH4O 	 7.084273861719083e-05 	 7.084273861719083e-05
83	 20 	 CH 	 CH 	 5.550597928661894e-07 	 5.550597928661894e-07
83	 16 	 CH2 	 CH2 	 0.0022223614363983298 	 0.0022223614363983298
83	 4 	 CO2 	 CO2 	 0.012094122660412435 	 0.012094122660412435
83	 14 	 N2O 	 N2O 	 0.0017294682734382918 	 0.0017294682734382918
83	 2 	 FLi 	 LiF 	 0.008467962319810233 	 0.008467962319810233
83	 19 	 HO 	 OH 	 6.939603399339513e-06 	 6.939603399339513e-06
83	 8 	 HLi 	 LiH 	 4.894248194418326e-06 	 4.894248194418326e-06
84	 16 	 CH2 	 CH2 	 0.002223618667957226 	 0.002223618667957226
84	 9 	 Na2 	 Na2 	 1.4884723261216212e-06 	 1.4884723261216212e-06
84	 2 	 FLi 	 LiF 	 0.008459107892485888 	 0.008459107892485888
84	 13 	 O3 	 O3 	 0.0006789478307303419 	 0.0006789478307303419
84	 10 	 NO 	 NO 	 3.37053265161438e-07 	 3.37053265161438e-07
84	 19 	 HO 	 OH 	 6.93496713104284e-06 	 6.93496713104284e-06
84	 3 	 CHN 	 CNH 	 0.004211233802521621 	 0.004211233802521621
84	 18 	 H3N 	 NH3 	 0.00019643786105639282 	 0.00019643786105639282
84	 22 	 CH4O 	 CH4O 	 7.110945079456713e-05 	 7.110945079456713e-05
84	 21 	 HN2O 	 HON2 	 0.0014707459252644693 	 0.0014707459252644693
84	 11 	 NO2 	 NO2 	 0.001520014347547969 	 0.001520014347547969
84	 0 	 H2 	 H2 	 2.1798346014810786e-06 	 2.1798346014810786e-06
84	 20 	 CH 	 CH 	 5.710160436297591e-07 	 5.710160436297591e-07
84	 25 	 Li 	 Li 	 1.937226005258738e-07 	 1.937226005258738e-07
84	 17 	 H2O 	 OH2 	 0.00023108854406274072 	 0.00023108854406274072
84	 15 	 CH3 	 CH3 	 2.8920488637151975e-05 	 2.8920488637151975e-05
84	 4 	 CO2 	 CO2 	 0.012072161650079682 	 0.012072161650079682
84	 5 	 F2 	 F2 	 4.2139557449547186e-05 	 4.2139557449547186e-05
84	 24 	 C 	 C 	 1.5795760350427298e-05 	 1.5795760350427298e-05
84	 8 	 HLi 	 LiH 	 4.7788947772875805e-06 	 4.7788947772875805e-06
84	 12 	 HN 	 NH 	 0.0003813944842988833 	 0.0003813944842988833
84	 7 	 CO 	 OC 	 0.000653555261683706 	 0.000653555261683706
84	 23 	 HF2 	 HF2 	 0.0011171684058917622 	 0.0011171684058917622
84	 1 	 N2 	 N2 	 6.907284287981707e-08 	 6.907284287981707e-08
84	 14 	 N2O 	 N2O 	 0.0017543122906658105 	 0.0017543122906658105
84	 6 	 C2H2 	 C2H2 	 0.00015908873222478825 	 0.00015908873222478825
85	 9 	 Na2 	 Na2 	 1.4968070059427857e-06 	 1.4968070059427857e-06
85	 24 	 C 	 C 	 1.5809660549570798e-05 	 1.5809660549570798e-05
85	 11 	 NO2 	 NO2 	 0.00153627298865267 	 0.00153627298865267
85	 20 	 CH 	 CH 	 5.753164895809253e-07 	 5.753164895809253e-07
85	 7 	 CO 	 OC 	 0.0006530323322167503 	 0.0006530323322167503
85	 22 	 CH4O 	 CH4O 	 7.149776041585646e-05 	 7.149776041585646e-05
85	 5 	 F2 	 F2 	 4.2592631676594944e-05 	 4.2592631676594944e-05
85	 16 	 CH2 	 CH2 	 0.002222857227557254 	 0.002222857227557254
85	 14 	 N2O 	 N2O 	 0.0017639017895600898 	 0.0017639017895600898
85	 2 	 FLi 	 LiF 	 0.00845228361654006 	 0.00845228361654006
85	 17 	 H2O 	 OH2 	 0.00022943998093403404 	 0.00022943998093403404
85	 8 	 HLi 	 LiH 	 4.971784597309131e-06 	 4.971784597309131e-06
85	 23 	 HF2 	 HF2 	 0.0011192701944082186 	 0.0011192701944082186
85	 21 	 HN2O 	 HON2 	 0.0014806636512438183 	 0.0014806636512438183
85	 18 	 H3N 	 NH3 	 0.00019567441445242432 	 0.00019567441445242432
85	 3 	 CHN 	 CNH 	 0.004187683393583385 	 0.004187683393583385
85	 1 	 N2 	 N2 	 1.3264586238491004e-08 	 1.3264586238491004e-08
85	 25 	 Li 	 Li 	 6.658569874090834e-07 	 6.658569874090834e-07
85	 19 	 HO 	 OH 	 6.867310098203881e-06 	 6.867310098203881e-06
85	 4 	 CO2 	 CO2 	 0.01202118820408655 	 0.01202118820408655
85	 15 	 CH3 	 CH3 	 2.894488125833469e-05 	 2.894488125833469e-05
85	 0 	 H2 	 H2 	 2.78746548611199e-06 	 2.78746548611199e-06
85	 10 	 NO 	 NO 	 2.457436665414524e-07 	 2.457436665414524e-07
85	 12 	 HN 	 NH 	 0.00038156036390615513 	 0.00038156036390615513
85	 13 	 O3 	 O3 	 0.0007049714627680998 	 0.0007049714627680998
85	 6 	 C2H2 	 C2H2 	 0.00015709228934912876 	 0.00015709228934912876
86	 5 	 F2 	 F2 	 4.299592635682409e-05 	 4.299592635682409e-05
86	 10 	 NO 	 NO 	 2.3254931033227463e-07 	 2.3254931033227463e-07
86	 20 	 CH 	 CH 	 5.808682951694614e-07 	 5.808682951694614e-07
86	 7 	 CO 	 OC 	 0.0006496100896249068 	 0.0006496100896249068
86	 12 	 HN 	 NH 	 0.00038095652074686176 	 0.00038095652074686176
86	 9 	 Na2 	 Na2 	 1.5088552392159053e-06 	 1.5088552392159053e-06
86	 13 	 O3 	 O3 	 0.0007106819098729438 	 0.0007106819098729438
86	 24 	 C 	 C 	 1.6010892181104512e-05 	 1.6010892181104512e-05
86	 3 	 CHN 	 CNH 	 0.004173986499722551 	 0.004173986499722551
86	 16 	 CH2 	 CH2 	 0.0022225943788353373 	 0.0022225943788353373
86	 25 	 Li 	 Li 	 2.2674890732220251e-07 	 2.2674890732220251e-07
86	 6 	 C2H2 	 C2H2 	 0.00015381995614773713 	 0.00015381995614773713
86	 23 	 HF2 	 HF2 	 0.0011246961940562434 	 0.0011246961940562434
86	 19 	 HO 	 OH 	 6.805612582374574e-06 	 6.805612582374574e-06
86	 8 	 HLi 	 LiH 	 4.883208172285452e-06 	 4.883208172285452e-06
86	 21 	 HN2O 	 HON2 	 0.0014895412246570207 	 0.0014895412246570207
86	 2 	 FLi 	 LiF 	 0.008447598455999824 	 0.008447598455999824
86	 17 	 H2O 	 OH2 	 0.0002283122714575341 	 0.0002283122714575341
86	 0 	 H2 	 H2 	 2.416377774511026e-06 	 2.416377774511026e-06
86	 4 	 CO2 	 CO2 	 0.011992697452436344 	 0.011992697452436344
86	 14 	 N2O 	 N2O 	 0.0017903765144557163 	 0.0017903765144557163
86	 11 	 NO2 	 NO2 	 0.001569050620119667 	 0.001569050620119667
86	 18 	 H3N 	 NH3 	 0.00019538437011962603 	 0.00019538437011962603
86	 1 	 N2 	 N2 	 2.0649735884379293e-08 	 2.0649735884379293e-08
86	 22 	 CH4O 	 CH4O 	 7.208656333947648e-05 	 7.208656333947648e-05
86	 15 	 CH3 	 CH3 	 2.9380667320104218e-05 	 2.9380667320104218e-05
87	 4 	 CO2 	 CO2 	 0.011973962933350653 	 0.011973962933350653
87	 2 	 FLi 	 LiF 	 0.00845746205555197 	 0.00845746205555197
87	 18 	 H3N 	 NH3 	 0.00019513260778233123 	 0.00019513260778233123
87	 14 	 N2O 	 N2O 	 0.001805127797252817 	 0.001805127797252817
87	 25 	 Li 	 Li 	 4.157035460105775e-07 	 4.157035460105775e-07
87	 9 	 Na2 	 Na2 	 1.5217460730597952e-06 	 1.5217460730597952e-06
87	 0 	 H2 	 H2 	 2.5903961834347105e-06 	 2.5903961834347105e-06
87	 17 	 H2O 	 OH2 	 0.00022609390885448719 	 0.00022609390885448719
87	 7 	 CO 	 OC 	 0.0006439360561295128 	 0.0006439360561295128
87	 22 	 CH4O 	 CH4O 	 7.245808574918805e-05 	 7.245808574918805e-05
87	 24 	 C 	 C 	 1.6136713490501245e-05 	 1.6136713490501245e-05
87	 8 	 HLi 	 LiH 	 5.021497948784867e-06 	 5.021497948784867e-06
87	 1 	 N2 	 N2 	 4.6587419061135796e-09 	 4.6587419061135796e-09
87	 23 	 HF2 	 HF2 	 0.001131577180258447 	 0.001131577180258447
87	 13 	 O3 	 O3 	 0.0007361645176862373 	 0.0007361645176862373
87	 3 	 CHN 	 CNH 	 0.004149633107625559 	 0.004149633107625559
87	 16 	 CH2 	 CH2 	 0.002222943949515852 	 0.002222943949515852
87	 12 	 HN 	 NH 	 0.00038108840330503723 	 0.00038108840330503723
87	 5 	 F2 	 F2 	 4.4263362417738276e-05 	 4.4263362417738276e-05
87	 11 	 NO2 	 NO2 	 0.001597412231526156 	 0.001597412231526156
87	 20 	 CH 	 CH 	 5.931600392968591e-07 	 5.931600392968591e-07
87	 6 	 C2H2 	 C2H2 	 0.00015361240250154486 	 0.00015361240250154486
87	 15 	 CH3 	 CH3 	 2.9551308883613842e-05 	 2.9551308883613842e-05
87	 19 	 HO 	 OH 	 6.677711578325623e-06 	 6.677711578325623e-06
87	 21 	 HN2O 	 HON2 	 0.0015037476640118999 	 0.0015037476640118999
87	 10 	 NO 	 NO 	 1.2750349249352868e-07 	 1.2750349249352868e-07
88	 20 	 CH 	 CH 	 5.864877677154722e-07 	 5.864877677154722e-07
88	 22 	 CH4O 	 CH4O 	 7.260477085728008e-05 	 7.260477085728008e-05
88	 13 	 O3 	 O3 	 0.0007424191082479201 	 0.0007424191082479201
88	 10 	 NO 	 NO 	 1.2368907136246417e-07 	 1.2368907136246417e-07
88	 5 	 F2 	 F2 	 4.452013443747638e-05 	 4.452013443747638e-05
88	 9 	 Na2 	 Na2 	 1.5344661724158216e-06 	 1.5344661724158216e-06
88	 16 	 CH2 	 CH2 	 0.002223175119335022 	 0.002223175119335022
88	 7 	 CO 	 OC 	 0.0006421684525226629 	 0.0006421684525226629
88	 18 	 H3N 	 NH3 	 0.00019370072806229702 	 0.00019370072806229702
88	 21 	 HN2O 	 HON2 	 0.0015060743498114845 	 0.0015060743498114845
88	 0 	 H2 	 H2 	 2.17714633733885e-06 	 2.17714633733885e-06
88	 24 	 C 	 C 	 1.6275834878816514e-05 	 1.6275834878816514e-05
88	 25 	 Li 	 Li 	 5.583330940753858e-07 	 5.583330940753858e-07
88	 4 	 CO2 	 CO2 	 0.011914435478733828 	 0.011914435478733828
88	 15 	 CH3 	 CH3 	 2.9789071167270386e-05 	 2.9789071167270386e-05
88	 6 	 C2H2 	 C2H2 	 0.0001520737773227183 	 0.0001520737773227183
88	 23 	 HF2 	 HF2 	 0.001136202051113535 	 0.001136202051113535
88	 8 	 HLi 	 LiH 	 5.0043588604120326e-06 	 5.0043588604120326e-06
88	 17 	 H2O 	 OH2 	 0.00022458428247876486 	 0.00022458428247876486
88	 12 	 HN 	 NH 	 0.00038162643453533136 	 0.00038162643453533136
88	 19 	 HO 	 OH 	 6.6532206502580954e-06 	 6.6532206502580954e-06
88	 3 	 CHN 	 CNH 	 0.004131404507266295 	 0.004131404507266295
88	 14 	 N2O 	 N2O 	 0.0018392638708146075 	 0.0018392638708146075
88	 2 	 FLi 	 LiF 	 0.008433392596410839 	 0.008433392596410839
88	 1 	 N2 	 N2 	 8.609790368535459e-10 	 8.609790368535459e-10
88	 11 	 NO2 	 NO2 	 0.0016193591781898538 	 0.0016193591781898538
89	 6 	 C2H2 	 C2H2 	 0.0001526527343969451 	 0.0001526527343969451
89	 12 	 HN 	 NH 	 0.0003814296351198567 	 0.0003814296351198567
89	 24 	 C 	 C 	 1.6293315140188625e-05 	 1.6293315140188625e-05
89	 18 	 H3N 	 NH3 	 0.00019365221560851837 	 0.00019365221560851837
89	 14 	 N2O 	 N2O 	 0.00184538882758574 	 0.00184538882758574
89	 10 	 NO 	 NO 	 9.335697023111461e-08 	 9.335697023111461e-08
89	 9 	 Na2 	 Na2 	 1.549488012402997e-06 	 1.549488012402997e-06
89	 2 	 FLi 	 LiF 	 0.008435014491124696 	 0.008435014491124696
89	 4 	 CO2 	 CO2 	 0.011880384954373577 	 0.011880384954373577
89	 8 	 HLi 	 LiH 	 5.0212548069624965e-06 	 5.0212548069624965e-06
89	 3 	 CHN 	 CNH 	 0.004119836397632909 	 0.004119836397632909
89	 22 	 CH4O 	 CH4O 	 7.3120992144516e-05 	 7.3120992144516e-05
89	 20 	 CH 	 CH 	 6.050759224428856e-07 	 6.050759224428856e-07
89	 17 	 H2O 	 OH2 	 0.00022332234413678667 	 0.00022332234413678667
89	 21 	 HN2O 	 HON2 	 0.0015176096701141712 	 0.0015176096701141712
89	 13 	 O3 	 O3 	 0.0007661409601797524 	 0.0007661409601797524
89	 23 	 HF2 	 HF2 	 0.001142698794080831 	 0.001142698794080831
89	 7 	 CO 	 OC 	 0.0006367830883176105 	 0.0006367830883176105
89	 0 	 H2 	 H2 	 2.2993161735100564e-06 	 2.2993161735100564e-06
89	 1 	 N2 	 N2 	 1.3436254643363965e-08 	 1.3436254643363965e-08
89	 16 	 CH2 	 CH2 	 0.0022227801785713497 	 0.0022227801785713497
89	 19 	 HO 	 OH 	 6.564631911000295e-06 	 6.564631911000295e-06
89	 5 	 F2 	 F2 	 4.567070819013222e-05 	 4.567070819013222e-05
89	 15 	 CH3 	 CH3 	 3.0150055067252754e-05 	 3.0150055067252754e-05
89	 11 	 NO2 	 NO2 	 0.001644112252306116 	 0.001644112252306116
89	 25 	 Li 	 Li 	 2.2504610158394775e-07 	 2.2504610158394775e-07
90	 0 	 H2 	 H2 	 2.845272383716258e-06 	 2.845272383716258e-06
90	 7 	 CO 	 OC 	 0.0006350546924052006 	 0.0006350546924052006
90	 8 	 HLi 	 LiH 	 5.05035919171857e-06 	 5.05035919171857e-06
90	 6 	 C2H2 	 C2H2 	 0.00015068127006322165 	 0.00015068127006322165
90	 25 	 Li 	 Li 	 3.0493718117705066e-07 	 3.0493718117705066e-07
90	 19 	 HO 	 OH 	 6.5785965531224036e-06 	 6.5785965531224036e-06
90	 9 	 Na2 	 Na2 	 1.5678443769138832e-06 	 1.5678443769138832e-06
90	 18 	 H3N 	 NH3 	 0.0001934375351135418 	 0.0001934375351135418
90	 13 	 O3 	 O3 	 0.0007744098935351445 	 0.0007744098935351445
90	 20 	 CH 	 CH 	 6.188085587204346e-07 	 6.188085587204346e-07
90	 21 	 HN2O 	 HON2 	 0.0015225528835605105 	 0.0015225528835605105
90	 22 	 CH4O 	 CH4O 	 7.347232426595365e-05 	 7.347232426595365e-05
90	 24 	 C 	 C 	 1.6407415794882276e-05 	 1.6407415794882276e-05
90	 11 	 NO2 	 NO2 	 0.0016447050259278384 	 0.0016447050259278384
90	 16 	 CH2 	 CH2 	 0.0022226445249286884 	 0.0022226445249286884
90	 23 	 HF2 	 HF2 	 0.0011471544229812807 	 0.0011471544229812807
90	 15 	 CH3 	 CH3 	 3.0200311351692775e-05 	 3.0200311351692775e-05
90	 14 	 N2O 	 N2O 	 0.0018675673528747569 	 0.0018675673528747569
90	 4 	 CO2 	 CO2 	 0.011843069270781652 	 0.011843069270781652
90	 2 	 FLi 	 LiF 	 0.008444609853692319 	 0.008444609853692319
90	 3 	 CHN 	 CNH 	 0.004099396860427084 	 0.004099396860427084
90	 12 	 HN 	 NH 	 0.00038125602742964163 	 0.00038125602742964163
90	 10 	 NO 	 NO 	 4.986054258231072e-08 	 4.986054258231072e-08
90	 17 	 H2O 	 OH2 	 0.00022256459266748607 	 0.00022256459266748607
90	 5 	 F2 	 F2 	 4.6220822720781063e-05 	 4.6220822720781063e-05
90	 1 	 N2 	 N2 	 5.0646322965506684e-08 	 5.0646322965506684e-08
91	 6 	 C2H2 	 C2H2 	 0.00014788859113140003 	 0.00014788859113140003
91	 20 	 CH 	 CH 	 6.201409428015316e-07 	 6.201409428015316e-07
91	 5 	 F2 	 F2 	 4.6345188654253546e-05 	 4.6345188654253546e-05
91	 14 	 N2O 	 N2O 	 0.0018847423844838985 	 0.0018847423844838985
91	 12 	 HN 	 NH 	 0.0003816332368128711 	 0.0003816332368128711
91	 17 	 H2O 	 OH2 	 0.00022139239702929087 	 0.00022139239702929087
91	 25 	 Li 	 Li 	 2.3876534342957827e-07 	 2.3876534342957827e-07
91	 22 	 CH4O 	 CH4O 	 7.383975420665635e-05 	 7.383975420665635e-05
91	 7 	 CO 	 OC 	 0.0006322345261270224 	 0.0006322345261270224
91	 19 	 HO 	 OH 	 6.49799959246107e-06 	 6.49799959246107e-06
91	 1 	 N2 	 N2 	 7.896487895674981e-08 	 7.896487895674981e-08
91	 24 	 C 	 C 	 1.6638501988843728e-05 	 1.6638501988843728e-05
91	 0 	 H2 	 H2 	 2.4832973423353144e-06 	 2.4832973423353144e-06
91	 21 	 HN2O 	 HON2 	 0.0015322140900214747 	 0.0015322140900214747
91	 16 	 CH2 	 CH2 	 0.002221864316375163 	 0.002221864316375163
91	 18 	 H3N 	 NH3 	 0.0001925006642317801 	 0.0001925006642317801
91	 4 	 CO2 	 CO2 	 0.011793943224759481 	 0.011793943224759481
91	 23 	 HF2 	 HF2 	 0.00115311881598838 	 0.00115311881598838
91	 9 	 Na2 	 Na2 	 1.5768664868010703e-06 	 1.5768664868010703e-06
91	 8 	 HLi 	 LiH 	 5.147095257676334e-06 	 5.147095257676334e-06
91	 11 	 NO2 	 NO2 	 0.001672993570616933 	 0.001672993570616933
91	 10 	 NO 	 NO 	 2.7637771968744646e-08 	 2.7637771968744646e-08
91	 15 	 CH3 	 CH3 	 3.0183333087554882e-05 	 3.0183333087554882e-05
91	 13 	 O3 	 O3 	 0.0007981309912111043 	 0.0007981309912111043
91	 2 	 FLi 	 LiF 	 0.008436157922662554 	 0.008436157922662554
91	 3 	 CHN 	 CNH 	 0.004080260386390999 	 0.004080260386390999
92	 25 	 Li 	 Li 	 4.64348438221191e-07 	 4.64348438221191e-07
92	 19 	 HO 	 OH 	 6.495988898191441e-06 	 6.495988898191441e-06
92	 24 	 C 	 C 	 1.666356295961722e-05 	 1.666356295961722e-05
92	 4 	 CO2 	 CO2 	 0.011776473585651256 	 0.011776473585651256
92	 2 	 FLi 	 LiF 	 0.008429982075708125 	 0.008429982075708125
92	 3 	 CHN 	 CNH 	 0.004072501438978596 	 0.004072501438978596
